"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"V1139971","Residential Attached","S","802 NORTH ROAD","Gibsons & Area","1981","Townhouse","35","Sunshine Coast","Gibsons","6/30/2016","Russ or Terri","1","$1,853.00","8/17/2015","006-205-321",,"$0.00","3/14/2016","$215,000","$203.98","0.96","2","2","RM2","$225,000","210","1,054","$203.98","0.96","Townhouse"
"R2045552","Residential Attached","S","203 15956 86 A AVENUE","Fleetwood Tynehead","2012","Apartment/Condo","4","Surrey","Surrey","6/30/2016","MATT","1","$1,291.83","3/14/2016","029-158-338","4","$185.00","3/15/2016","$216,000","$326.78","0.99","1","1","MF","$218,900","1","661","$326.78","0.99","Apartment/Condo"
"R2047353","Land Only","S","43615 BRACKEN DRIVE","Chilliwack Mountain",,,,"Chilliwack","Chilliwack","12/31/2016","MIKE BROWNE",,"$1,491.21","3/14/2016","015-647-307",,,"3/14/2016","$217,500","$2.99","0.96",,,"HR","$225,900","0",,"$2.99","0.96","Other"
"R2038234","Residential Attached","S","213 5363 206 STREET","Langley City","1989","Apartment/Condo","27","Langley","Langley","7/31/2016","Keith","2","$1,622.24","2/24/2016","014-137-844",,"$313.82","3/14/2016","$218,000","$172.47","0.98","2","2","RM","$222,900","19","1,264","$172.47","0.98","Apartment/Condo"
"R2041257","Residential Attached","S","306 2346 MCALLISTER AVENUE","Central Pt Coquitlam","2006","Apartment/Condo","10","Port Coquitlam","Port Coquitlam","8/29/2016","RENATA STEELE","1","$1,150.83","3/2/2016","026-743-612",,"$167.47","3/16/2016","$219,000","$354.37","1.00","1","1","RM4","$220,000","14","618","$354.37","0.97","Apartment/Condo"
"R2043894","Residential Attached","S","109 22022 49 AVENUE","Murrayville","1997","Apartment/Condo","19","Langley","Langley","7/9/2016","Jackie MacDonald","2","$2,045.00","3/9/2016","023-853-794","4","$277.73","3/13/2016","$219,000","$233.48","0.99","2","2","RM-4","$221,500","4","938","$233.48","0.99","Apartment/Condo"
"R2044020","Residential Attached","S","2305 3737 BARTLETT COURT","Sullivan Heights","1975","Apartment/Condo","41","Burnaby North","Burnaby","9/15/2016","MARK","1","$1,499.36","3/9/2016","001-295-691","24","$313.83","3/16/2016","$219,900","$299.59","1.00","1","1","APT","$219,900","7","734","$299.59","1.00","Apartment/Condo"
"R2043213","Residential Attached","S","106 11887 BURNETT STREET","East Central","2013","Apartment/Condo","3","Maple Ridge","Maple Ridge","12/31/2016","Greg Lindsay","1","$0.00","3/6/2016","029-203-317","4","$96.00","3/14/2016","$221,000","$264.67","0.98","1","1","RM2","$224,900","8","835","$264.67","0.98","Apartment/Condo"
"R2001338","Residential Attached","S","7 1854 HEATH ROAD","Agassiz","2007","Townhouse","9","Agassiz","Agassiz","3/31/2016","ANN WALIS","2","$1,737.51","9/14/2015","027-543-757",,"$131.00","3/15/2016","$222,500","$149.13","0.99","3","3","RS2","$224,900","183","1,492","$149.13","0.99","Townhouse"
"R2048026","Residential Detached","S","1040 SLATER STREET","Williams Lake - City","1980","House/Single Family","36","Williams Lake (Zone 27)","Williams Lake","8/31/2016","LINDA","2","$2,600.88","3/14/2016","007-930-887",,,"3/16/2016","$225,000","$100.90","0.98","2","5","R1","$229,000","2","2,230","$100.90","0.98","House/Single Family"
"R2023399","Residential Attached","S","108 11601 227 STREET","East Central","1993","Apartment/Condo","23","Maple Ridge","Maple Ridge","5/5/2016","JEANNIE OR KIMIKO","2","$1,700.11","1/5/2016","017-981-867",,"$262.60","3/13/2016","$225,000","$204.55","0.98","2","2","STRATA","$229,000","68","1,100","$204.55","0.98","Apartment/Condo"
"R2029725","Land Only","S","LD 4454 PORT MELLON HIGHWAY","Gibsons & Area",,,,"Sunshine Coast","Port Mellon","8/1/2016","Joni Selmes or Gail Brachat",,"$1,065.25","1/29/2016","015-852-881",,,"3/16/2016","$225,000",,"0.90",,,"RU2","$249,000","47",,,"0.90","Other"
"R2039349","Residential Attached","S","103 2191 SHAUGHNESSY STREET","Central Pt Coquitlam","2011","Apartment/Condo","5","Port Coquitlam","Port Coquitlam","8/26/2016","STEVEN PECCHIA","1","$1,309.68","2/26/2016","028-658-019",,"$281.16","3/14/2016","$225,500","$333.58","0.98","1","1","MF","$229,000","17","676","$333.58","0.98","Apartment/Condo"
"R2046976","Residential Attached","S","410 2465 WILSON AVENUE","Central Pt Coquitlam","2017","Apartment/Condo","0","Port Coquitlam","Port Coquitlam","7/10/2016","The Partners Marketing Group","1","$0.00","3/13/2016","800-103-743",,"$123.64","3/15/2016","$226,600","$429.17","1.01","1","1","RA2","$224,900","2","528","$429.17","1.01","Apartment/Condo"
"R2042881","Residential Attached","S","108 5641 201 STREET","Langley City","1989","Townhouse","27","Langley","Langley","6/5/2016","Touchbase Only Please","2","$1,246.38","3/5/2016","013-124-951","2","$256.82","3/14/2016","$227,000","$179.87","0.99","2","2","MF","$229,900","9","1,262","$179.87","0.99","Townhouse"
"R2044800","Residential Attached","S","216 2551 PARKVIEW LANE","Central Pt Coquitlam","1995","Apartment/Condo","21","Port Coquitlam","Port Coquitlam","6/9/2016","JOHN LEATHER","1","$1,191.33","3/8/2016","019-172-648",,"$265.89","3/14/2016","$228,000","$278.39","1.00","1","1","RA1","$227,900","6","819","$278.39","1.00","Apartment/Condo"
"R2039516","Residential Attached","S","303 5454 198 STREET","Langley City","2007","Apartment/Condo","9","Langley","Langley","10/31/2016",,"2","$1,269.41","2/26/2016","027-044-491","4","$241.00","3/13/2016","$228,800","$277.33","1.00","2","2","RES","$229,800","16","825","$277.33","1.00","Apartment/Condo"
"R2025680","Residential Attached","S","217 1190 PACIFIC STREET","North Coquitlam","1988","Apartment/Condo","28","Coquitlam","Coquitlam","5/5/2016","HELEN","1","$1,458.25","1/18/2016","010-835-377","4","$282.96","3/13/2016","$229,900","$242.77","1.00","1","2","RES","$229,900","55","947","$242.77","1.00","Apartment/Condo"
"R2043186","Residential Attached","S","311 11887 BURNETT STREET","East Central","2013","Apartment/Condo","3","Maple Ridge","Maple Ridge","12/31/2016","Greg Lindsay","1","$0.00","3/5/2016","029-203-741","4","$96.00","3/14/2016","$229,900","$275.33","1.00","1","1","RM2","$229,900","9","835","$275.33","1.00","Apartment/Condo"
"R2043309","Residential Attached","S","604 11901 89A AVENUE","Annieville","1971","Townhouse","45","N. Delta","Delta","10/3/2016","Jojo Alpuerto","1","$1,181.55","3/4/2016","000-474-002","2","$282.00","3/14/2016","$230,000","$188.99","0.94","2","3","RM5","$243,900","10","1,217","$188.99","0.94","Townhouse"
"R2029280","Residential Attached","S","C112 20211 66 AVENUE","Willoughby Heights","2014","Apartment/Condo","2","Langley","Langley","7/31/2016","TOUCHBASE PLEASE","1","$1,985.73","1/26/2016","029-443-717",,"$188.84","3/13/2016","$230,000","$337.24","0.98","1","1","CD","$233,800","47","682","$337.24","0.98","Apartment/Condo"
"R2043407","Residential Attached","S","403 2983 CAMBRIDGE STREET","Glenwood PQ","1992","Apartment/Condo","24","Port Coquitlam","Port Coquitlam","6/30/2016","DEBORAH","2","$1,252.07","3/7/2016","017-821-517","4","$255.24","3/15/2016","$230,000","$259.59","1.02","2","2","MF","$224,900","8","886","$259.59","1.02","Apartment/Condo"
"R2041065","Residential Attached","S","123 5880 DOVER CRESCENT","Riverdale RI","1996","Apartment/Condo","20","Richmond","Richmond","2/28/2017","AMY HAN","1","$989.44","2/27/2016","023-232-161",,"$220.00","3/14/2016","$232,000","$363.64","0.93","1","1","CD/10","$249,800","16","638","$363.64","0.93","Apartment/Condo"
"R2030909","Residential Attached","S","301 1390 MARTIN STREET","White Rock","1976","Apartment/Condo","40","South Surrey White Rock","White Rock","6/1/2016","TY OR DAN","2","$1,463.00","2/1/2016","001-383-639",,"$325.00","3/15/2016","$233,000","$233.00","0.99","2","2","RF","$234,800","43","1,000","$233.00","0.99","Apartment/Condo"
"R2046718","Residential Detached","S","733 FAULKNER CRESCENT","Foothills","1973","House/Single Family","43","PG City West (Zone 71)","Prince George","7/29/2016","ROB DESMARAIS","1","$2,591.16","3/15/2016","009-718-265",,,"3/15/2016","$233,000","$135.47","0.98","2","3","RS2","$237,000","0","1,720","$135.47","0.98","House/Single Family"
"R2044368","Residential Attached","S","282 32550 MACLURE ROAD","Abbotsford West","1981","Townhouse","35","Abbotsford","Abbotsford","6/7/2016","Chris Hoey","1","$1,596.00","3/7/2016","001-909-134",,"$179.00","3/14/2016","$233,100","$200.26","0.99","2","3","RES","$234,900","7","1,164","$200.26","0.99","Townhouse"
"V1131393","Land Only","S","3342 BEACH AVENUE","Roberts Creek",,,,"Sunshine Coast","Roberts Creek","6/23/2016","Krista Wollen",,"$1,697.00","6/23/2015","029-562-139",,,"3/13/2016","$235,000",,"0.98",,,"R1","$239,000","264",,,"0.98","Other"
"R2034352","Residential Detached","S","405 FREEMAN STREET","Central","9999","House/Single Family","999","PG City Central (Zone 72)","Prince George","6/30/2016","HELEN","1","$2,247.27","2/12/2016","007-938-144",,,"3/14/2016","$235,000","$114.30","0.98","2","3","RS4","$239,900","31","2,056","$114.30","0.98","House/Single Family"
"R2044754","Residential Attached","S","110 8760 NO 1 ROAD","Boyd Park","1974","Apartment/Condo","43","Richmond","Richmond","6/30/2016","GLADYS","1","$816.50","3/11/2016","001-189-778","3","$380.00","3/16/2016","$236,000","$243.30","0.99","2","1","RAM","$238,800","5","970","$243.30","0.99","Apartment/Condo"
"R2043803","Residential Attached","S","112 9620 MANCHESTER DRIVE","Cariboo","1981","Apartment/Condo","35","Burnaby North","Burnaby","9/30/2016","Claudia","1","$1,462.66","3/9/2016","001-840-525",,"$320.55","3/13/2016","$238,000","$268.62","1.05","1","2","RES","$226,900","4","886","$268.62","1.05","Apartment/Condo"
"R2039389","Residential Attached","S","3 45573 KIPP AVENUE","Chilliwack W Young-Well","2006","Townhouse","10","Chilliwack","Chilliwack","4/23/2016","VIJAY VIRK","2","$1,719.27","2/23/2016","026-616-734",,"$237.76","3/14/2016","$239,000","$136.03","1.03","3","3","R4","$231,500","20","1,757","$136.03","1.03","Townhouse"
"R2028012","Residential Attached","S","111 5556 201A STREET","Langley City","1993","Apartment/Condo","23","Langley","Langley","7/20/2016","Kris Lucas","2","$1,712.10","1/20/2016","018-424-864",,"$392.68","3/15/2016","$239,900","$197.45","1.00","2","2","RM2","$239,900","55","1,215","$197.45","1.00","Apartment/Condo"
"R2044482","Residential Attached","S","1 2998 MOUAT DRIVE","Abbotsford West","1978","Townhouse","38","Abbotsford","Abbotsford","6/7/2016","Blondie/Rita","2","$1,881.51","3/7/2016","000-651-184","3","$251.00","3/15/2016","$240,000","$117.65","0.97","3","3","RM45","$247,900","8","2,040","$117.65","0.97","Townhouse"
"R2042451","Residential Attached","S","302 1121 HOWIE AVENUE","Central Coquitlam","1981","Apartment/Condo","35","Coquitlam","Coquitlam","6/30/2016","BRENT BROWN","1","$1,322.02","3/7/2016","001-788-973","3","$357.80","3/13/2016","$241,000","$281.54","1.05","1","2","RM2","$228,800","6","856","$281.54","1.05","Apartment/Condo"
"R2038275","Residential Attached","S","207 6500 194 STREET","Clayton","2009","Apartment/Condo","7","Cloverdale","Surrey","6/30/2016","Reece Falk","1","$1,384.74","2/24/2016","028-273-257",,"$160.00","3/14/2016","$241,000","$324.80","1.00","1","1","CDZ","$239,900","19","742","$324.80","1.00","Apartment/Condo"
"R2037212","Residential Attached","S","312 8040 BLUNDELL ROAD","Garden City","1976","Apartment/Condo","40","Richmond","Richmond","5/22/2016","CARLO","1","$924.99","2/22/2016","001-265-521","3","$352.23","3/13/2016","$241,900","$246.84","1.01","2","2","RAM1","$239,800","20","980","$246.84","1.01","Apartment/Condo"
"V1126664","Land Only","S","LOT 2 345 EAST POINT ROAD","Saturna Island",,,,"Islands-Van. & Gulf","Saturna Island","5/31/2016","SUSANNE MIDDLEDITCH",,"$1,509.00","5/28/2015","026-227-592",,,"3/14/2016","$243,000",,"0.90",,,"RG","$270,000","291",,,"0.90","House/Single Family"
"R2042859","Residential Attached","S","208 550 ROYAL AVENUE","Downtown NW","1980","Apartment/Condo","36","New Westminster","New Westminster","12/31/2016","TOUCHBASE OR VARGHA","1","$1,474.52","3/7/2016","001-847-201",,"$285.00","3/13/2016","$244,000","$262.93","0.98","1","2","MULTI","$250,000","6","928","$262.93","0.98","Apartment/Condo"
"R2032727","Residential Attached","S","301 19130 FORD ROAD","Central Meadows","1994","Apartment/Condo","22","Pitt Meadows","Pitt Meadows","5/31/2016","Keith","2","$1,901.90","2/10/2016","018-679-218","4","$368.89","3/16/2016","$245,000","$204.00","0.98","2","2","RMF","$249,900","35","1,201","$204.00","0.98","Apartment/Condo"
"R2045820","Residential Attached","S","204 2445 WARE STREET","Central Abbotsford","1968","Townhouse","48","Abbotsford","Abbotsford","9/12/2016","Kristy","1","$1,696.00","3/14/2016","001-152-661","2","$372.00","3/14/2016","$245,000","$175.00","0.98","2","3","MF","$250,000","0","1,400","$175.00","0.98","Townhouse"
"R2036734","Residential Attached","S","6204 W GREENSIDE DRIVE","Cloverdale BC","1979","Townhouse","37","Cloverdale","Surrey","8/31/2016","Ken W. Hunter","1","$1,251.30","2/19/2016","001-694-839","1","$280.00","3/13/2016","$246,500","$259.47","0.99","1","2","MF","$249,900","23","950","$259.47","0.99","Townhouse"
"R2040119","Residential Attached","S","201 5155 IMPERIAL STREET","Metrotown","1981","Apartment/Condo","35","Burnaby South","Burnaby","12/31/2016","TOUCHBASE/TEXT","1","$1,613.44","2/29/2016","002-046-024","3","$282.95","3/14/2016","$247,000","$353.87","0.99","1","2","RM2","$249,000","14","698","$353.87","0.99","Apartment/Condo"
"R2044919","Residential Attached","S","1508 3070 GUILDFORD WAY","North Coquitlam","1995","Apartment/Condo","21","Coquitlam","Coquitlam","8/31/2016","WILLI","1","$1,640.08","3/5/2016","023-037-849",,"$364.44","3/16/2016","$248,500","$327.84","0.99","1","1","RES","$249,800","11","758","$327.84","0.99","Apartment/Condo"
"R2029863","Residential Attached","S","1 4850 207 STREET","Langley City","1978","Townhouse","38","Langley","Langley","4/29/2016","Yvonne","1","$1,938.72","2/1/2016","001-527-746",,"$211.17","3/13/2016","$249,000","$247.27","0.98","1","2","RM1","$254,900","41","1,007","$247.27","0.96","Townhouse"
"R2038624","Residential Attached","S","308 7431 BLUNDELL ROAD","Brighouse South","1984","Apartment/Condo","32","Richmond","Richmond","8/31/2016","ALEX","1","$867.12","2/24/2016","000-743-763",,"$246.60","3/16/2016","$249,900","$350.98","1.00","1","1","RAM1","$249,900","21","712","$350.98","1.00","Apartment/Condo"
"F1434290","Residential Detached","S","53 14600 MORRIS VALLEY ROAD","Dewdney Deroche","1998","House/Single Family","18","Mission","Mission","9/30/2016","JEN THOMAS","2","$1,450.43","3/2/2015","023-085-517",,"$105.00","3/15/2016","$250,000","$218.15","0.95","2","3","REC","$264,000","379","1,146","$218.15","0.85","House/Single Family"
"R2031738","Residential Attached","S","705 4105 IMPERIAL STREET","Metrotown","1976","Apartment/Condo","40","Burnaby South","Burnaby","12/31/2016","IRAJ","1","$1,573.04","2/4/2016","001-429-761",,"$406.00","3/14/2016","$250,000","$313.28","0.97","1","2","RM4","$258,000","39","798","$313.28","0.97","Apartment/Condo"
"R2041890","Residential Attached","S","202 6105 KINGSWAY","Highgate","1985","Apartment/Condo","31","Burnaby South","Burnaby","2/28/2017","WENDY","1","$1,688.16","2/29/2016","000-769-398",,"$257.00","3/14/2016","$250,000","$271.74","0.99","1","2","APT","$253,000","14","920","$271.74","0.99","Apartment/Condo"
"R2045725","Residential Detached","S","4780 CHIEF LAKE ROAD","North Kelly","9999","House/Single Family","999","PG City North (Zone 73)","Prince George","11/30/2016","HARVEY","2","$2,373.86","3/14/2016","012-583-383",,,"3/15/2016","$250,000","$124.01","1.00","2","4","AR3M","$249,000","1","2,016","$124.01","1.00","House/Single Family"
"R2043083","Residential Attached","S","212 2357 WHYTE AVENUE","Central Pt Coquitlam","1995","Apartment/Condo","21","Port Coquitlam","Port Coquitlam","9/30/2016","TOUCHBASE","1","$1,219.79","3/7/2016","018-929-851",,"$331.73","3/14/2016","$250,500","$256.92","1.05","2","2","MF","$239,500","7","975","$256.92","1.09","Apartment/Condo"
"R2046855","Residential Attached","S","1810 11967 80 AVENUE","Scottsdale","2017","Apartment/Condo","0","N. Delta","Surrey","8/13/2016","Phil","1","$0.00","3/13/2016","900-578-451","37","$123.58","3/14/2016","$253,900","$530.06","1.00","1","1","CD","$253,900","1","479","$530.06","1.00","Apartment/Condo"
"R2042737","Residential Attached","S","104 2285 PITT RIVER ROAD","Central Pt Coquitlam","1994","Apartment/Condo","22","Port Coquitlam","Port Coquitlam","9/30/2016","CINDY GERING","2","$1,423.27","3/4/2016","018-862-209","4","$373.87","3/14/2016","$254,100","$227.08","1.02","2","2","VPQCE","$249,900","10","1,119","$227.08","1.02","Apartment/Condo"
"R2039910","Residential Detached","S","46545 FIRST AVENUE","Chilliwack E Young-Yale","9999","House/Single Family","999","Chilliwack","Chilliwack","4/30/2016","MARK","1","$1,784.95","2/4/2016","009-395-709",,,"3/15/2016","$255,000","$285.87","0.98","1","2","R1A","$259,900","40","892","$285.87","0.98","House/Single Family"
"R2042322","Residential Attached","S","208 8591 WESTMINSTER HIGHWAY","Brighouse","1982","Apartment/Condo","34","Richmond","Richmond","8/31/2016","Lana or Gary Shepherd","1","$888.82","3/7/2016","000-724-378",,"$407.99","3/13/2016","$255,000","$271.86","1.02","2","2","RAM1","$249,800","6","938","$271.86","1.02","Apartment/Condo"
"R2044045","Residential Attached","S","1317 2012 FULLERTON AVENUE","Pemberton NV","1972","Apartment/Condo","44","North Vancouver","North Vancouver","7/10/2016","Marianne","1","$916.11","3/8/2016","002-840-111","13","$207.82","3/16/2016","$255,000","$524.69","1.04","1","0","RH2","$245,000","8","486","$524.69","1.04","Apartment/Condo"
"R2045606","Residential Attached","S","123 6628 120 STREET","West Newton","2009","Apartment/Condo","7","Surrey","Surrey","8/11/2016","Ryan (or Touchbase)","2","$1,422.00","3/11/2016","028-144-911","4","$270.75","3/16/2016","$255,200","$325.93","1.06","2","2","CD","$241,000","5","783","$325.93","1.06","Apartment/Condo"
"R2009198","Residential Attached","S","506 200 KEARY STREET","Sapperton","2007","Apartment/Condo","9","New Westminster","New Westminster","7/4/2016","TOUCHBASE OR TEXT","1","$1,498.49","10/16/2015","027-620-115","9","$286.15","3/16/2016","$256,000","$316.05","0.91","1","2","STRATA","$279,900","152","810","$316.05","0.95","Apartment/Condo"
