"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2030718","Residential Attached","S","215 8291 PARK ROAD","Brighouse","1981","Apartment/Condo","35","Richmond","Richmond","8/31/2016","HOWARD","1","$904.03","1/31/2016","001-699-521","4","$205.00","3/19/2016","$198,000","$267.57","0.95","1","1","CONCO","$208,000","48","740","$267.57","0.88","Apartment/Condo"
"R2024404","Residential Detached","S","69 27111 0 AVENUE","Aldergrove Langley","1984","Manufactured","32","Langley","Langley","6/8/2016","Danyel","2","$1,250.00","1/8/2016","900-577-617",,,"3/18/2016","$199,000","$121.05","0.95","2","3","MHP","$210,000","70","1,644","$121.05","0.89","Manufactured"
"R2029345","Residential Attached","S","9 3110 TRAFALGAR STREET","Central Abbotsford","1991","Townhouse","25","Abbotsford","Abbotsford","7/31/2016","Sandy or Gerry Ennis","2","$1,426.40","1/27/2016","016-261-453","2","$251.41","3/18/2016","$199,900","$155.69","1.00","2","2","RM45","$199,900","51","1,284","$155.69","0.95","Townhouse"
"R2047043","Residential Detached","S","2751 STARLANE DRIVE","Charella/Starlane","1962","House/Single Family","54","PG City South (Zone 74)","Prince George","9/15/2016","ROBIN","1","$2,626.98","3/16/2016","012-693-715",,,"3/16/2016","$200,000","$88.18","0.95","1","3","RS1","$209,900","0","2,268","$88.18","0.95","House/Single Family"
"R2021311","Residential Detached","S","9744 SIDNEY STREET","Chilliwack N Yale-Well","1948","House/Single Family","68","Chilliwack","Chilliwack","6/29/2016","CLARKE","1","$1,688.86","12/18/2015","005-402-484",,,"3/20/2016","$200,000","$250.94","0.80","1","2","R1A","$250,000","93","797","$250.94","0.80","House/Single Family"
"R2039892","Residential Detached","S","131 27111 0 AVENUE","Aldergrove Langley","1982","Manufactured","34","Langley","Langley","5/31/2016","Joanne","2","$1,100.00","2/28/2016","900-513-296",,,"3/16/2016","$200,200","$173.78","1.03","2","2","MHP","$194,500","17","1,152","$173.78","1.03","Manufactured"
"R2022210","Residential Attached","S","420 12070 227 STREET","East Central","2015","Apartment/Condo","1","Maple Ridge","Maple Ridge","6/17/2016","RICHARD BURLEIGH","1","$0.00","12/29/2015","029-619-734","4","$193.44","3/19/2016","$200,700","$327.94","1.00","1","1","RM3","$200,700","81","612","$327.94","1.00","Apartment/Condo"
"R2023984","Residential Attached","S","16 33293 E BOURQUIN CRESCENT","Central Abbotsford","1976","Townhouse","40","Abbotsford","Abbotsford","6/8/2016","Martin Engh","1","$1,681.00","1/8/2016","001-228-285",,"$405.00","3/16/2016","$201,000","$118.24","0.98","3","4","STRATA","$205,000","68","1,700","$118.24","0.94","Townhouse"
"R2039457","Residential Attached","S","304 27358 32 AVENUE","Aldergrove Langley","1993","Apartment/Condo","23","Langley","Langley","7/31/2016","KELLY RICHARDSON","2","$1,855.04","2/23/2016","018-200-290","3","$355.19","3/16/2016","$202,500","$174.27","0.96","2","2","RM-3A","$209,900","22","1,162","$174.27","0.96","Apartment/Condo"
"R2024817","Residential Attached","S","202 7435 121A STREET","West Newton","1994","Apartment/Condo","22","Surrey","Surrey","4/30/2016","Touchbase or Keith","2","$1,090.83","1/12/2016","018-768-148",,"$292.30","3/18/2016","$203,000","$199.61","0.94","2","2","RM2","$216,900","66","1,017","$199.61","0.94","Apartment/Condo"
"V1128117","Residential Attached","S","421 12070 227 STREET","East Central","2015","Apartment/Condo","1","Maple Ridge","Maple Ridge","6/1/2016","RICHARD BURLEIGH","1","$0.00","6/5/2015","800-095-914","4","$186.65","3/17/2016","$204,500","$317.55","1.00","1","1","RM 3","$204,500","286","644","$317.55","1.00","Apartment/Condo"
"H1303648","Land Only","S","19200 BULGER ROAD","Hope Laidlaw",,,,"Hope","Hope","3/31/2016","MIKE BAIRD",,"$648.00","9/14/2013","012-718-521",,,"3/16/2016","$205,000",,"0.90",,,"AG1","$229,000","914",,,"0.82","Other"
"R2025392","Residential Attached","S","318 12633 72 AVENUE","West Newton","1993","Apartment/Condo","23","Surrey","Surrey","6/30/2016","Kendra Text/Touchbase","2","$1,105.00","1/15/2016","018-080-421",,"$262.32","3/19/2016","$205,400","$192.86","0.98","2","2","CD","$209,900","64","1,065","$192.86","0.98","Apartment/Condo"
"R2043790","Residential Attached","S","804 10082 148 STREET","Guildford","1993","Apartment/Condo","23","North Surrey","Surrey","9/8/2016","Tarek Elashi","2","$1,260.15","3/8/2016","018-307-779",,"$301.74","3/20/2016","$206,000","$231.46","0.99","2","1","CD","$208,900","12","890","$231.46","0.99","Apartment/Condo"
"N247106","Residential Detached","S","5013 MORGAN ROAD","Houston - Rural","1969","House with Acreage","47","Houston (Zone 53)","Houston","7/18/2016","DAN HANSMA","2","$1,929.00","7/18/2015","015-196-704",,,"3/18/2016","$207,000","$102.48","0.96","2","4","A2","$215,000","244","2,020","$102.48","0.95","House with Acreage"
"R2032995","Residential Attached","S","407 19730 56 STREET","Langley City","2007","Apartment/Condo","9","Langley","Langley","5/15/2016","Karen","2","$1,268.00","2/4/2016","027-167-429","4","$261.61","3/20/2016","$207,500","$242.41","0.97","2","2","MF","$214,700","45","856","$242.41","0.97","Apartment/Condo"
"F1447964","Residential Detached","S","28 13507 81ST AVENUE","Queen Mary Park Surrey","1988","Manufactured with Land","28","Surrey","Surrey","3/30/2016","LES WELLMAN","1","$1,126.00","7/23/2015","001-975-757",,"$130.00","3/20/2016","$208,000","$225.11","0.97","1","2","MHP","$214,900","241","924","$225.11","0.95","Manufactured with Land"
"R2004561","Residential Attached","S","616 1350 VIDAL STREET","White Rock","1987","Apartment/Condo","29","South Surrey White Rock","White Rock","8/31/2016","Scott Franklin","2","$1,720.00","10/1/2015","000-562-572",,"$301.38","3/19/2016","$210,000","$203.88","0.93","2","2","RM-2","$225,000","170","1,030","$203.88","0.84","Apartment/Condo"
"R2045944","Residential Detached","S","413 FREEMAN STREET","Central","1962","House/Single Family","54","PG City Central (Zone 72)","Prince George","6/30/2016","CHRIS LODGE","1","$1,979.80","3/12/2016","004-425-391",,,"3/20/2016","$211,000","$135.17","0.99","1","3","RS4","$212,500","8","1,561","$135.17","0.99","House/Single Family"
"R2048035","Residential Attached","S","308 5665 177B STREET","Cloverdale BC","2014","Apartment/Condo","2","Cloverdale","Surrey","8/19/2016","Arthur Simon","1","$1,292.00","3/19/2016","029-186-820","3","$245.06","3/20/2016","$212,900","$323.56","1.00","1","1","MF","$212,900","1","658","$323.56","1.00","Apartment/Condo"
"R2045377","Residential Attached","S","321 1945 WOODWAY PLACE","Brentwood Park","1980","Apartment/Condo","36","Burnaby North","Burnaby","3/14/2017","FRANCESCO","1","$1,491.87","3/14/2016","001-623-583","4","$260.96","3/17/2016","$215,000","$307.14","1.08","1","1","MF","$199,800","3","700","$307.14","1.08","Apartment/Condo"
"R2041777","Residential Attached","S","106 10668 138 STREET","Whalley","1996","Apartment/Condo","20","North Surrey","Surrey","6/29/2016","Peter","2","$1,158.11","2/29/2016","018-401-635",,"$364.00","3/18/2016","$217,500","$195.59","0.99","2","2","MR45Z","$219,800","18","1,112","$195.59","0.99","Apartment/Condo"
"R2047733","Residential Attached","S","1101 9981 WHALLEY BOULEVARD","Whalley","2011","Apartment/Condo","5","North Surrey","Surrey","12/30/2016","ALBERTO","1","$1,246.64","3/17/2016","028-701-500",,"$166.71","3/18/2016","$218,000","$412.10","1.00","1","1","APT","$218,900","1","529","$412.10","1.00","Apartment/Condo"
"R2041257","Residential Attached","S","306 2346 MCALLISTER AVENUE","Central Pt Coquitlam","2006","Apartment/Condo","10","Port Coquitlam","Port Coquitlam","8/29/2016","RENATA STEELE","1","$1,150.83","3/2/2016","026-743-612",,"$167.47","3/16/2016","$219,000","$354.37","1.00","1","1","RM4","$220,000","14","618","$354.37","0.97","Apartment/Condo"
"R2044020","Residential Attached","S","2305 3737 BARTLETT COURT","Sullivan Heights","1975","Apartment/Condo","41","Burnaby North","Burnaby","9/15/2016","MARK","1","$1,499.36","3/9/2016","001-295-691","24","$313.83","3/16/2016","$219,900","$299.59","1.00","1","1","APT","$219,900","7","734","$299.59","1.00","Apartment/Condo"
"R2028491","Residential Detached","S","602 BABINE DRIVE","Mackenzie -Town","1980","House/Single Family","36","Mackenzie (Zone 69)","Mackenzie","8/1/2016","LYNDA/LOUISE","3","$2,438.31","1/26/2016","005-810-183",,,"3/19/2016","$220,000","$80.67","0.92","3","5","R1","$238,000","53","2,727","$80.67","0.92","House/Single Family"
"R2046009","Residential Attached","S","307 450 BROMLEY STREET","Coquitlam East","1990","Apartment/Condo","26","Coquitlam","Coquitlam","9/14/2016","THE HUBER TEAM","1","$1,288.61","3/14/2016","015-726-282",,"$290.20","3/17/2016","$220,000","$312.94","1.01","1","1","APT","$218,000","3","703","$312.94","1.01","Apartment/Condo"
"R2047343","Residential Attached","S","208 1215 PACIFIC STREET","North Coquitlam","1992","Apartment/Condo","24","Coquitlam","Coquitlam","12/31/2016","JOY TARK","1","$1,390.41","3/17/2016","017-773-377","4","$225.00","3/20/2016","$222,000","$290.58","1.01","1","1","RM3","$218,888","3","764","$290.58","1.01","Apartment/Condo"
"R2043872","Residential Attached","S","201 20189 54 AVENUE","Langley City","1995","Apartment/Condo","21","Langley","Langley","6/15/2016","Rob or Touchbase","2","$2,030.06","3/16/2016","019-073-941","4","$345.64","3/20/2016","$222,500","$199.19","0.99","2","2","MF","$224,900","4","1,117","$199.19","0.99","Apartment/Condo"
"R2040832","Residential Attached","S","10 6467 197 STREET","Willoughby Heights","1987","Townhouse","29","Langley","Langley","7/31/2016","Touchbase Please","2","$1,967.46","3/1/2016","007-655-088","2","$315.30","3/20/2016","$225,000","$192.97","1.00","2","2","RM-2","$225,000","19","1,166","$192.97","1.00","Townhouse"
"R2037101","Residential Attached","S","314 11665 HANEY BYPASS","West Central","2007","Apartment/Condo","9","Maple Ridge","Maple Ridge","2/18/2017","Ali Asi","2","$1,771.28","2/20/2016","027-236-226","4","$280.95","3/17/2016","$225,000","$237.34","0.99","2","2","APT","$227,000","26","948","$237.34","0.84","Apartment/Condo"
"R2048026","Residential Detached","S","1040 SLATER STREET","Williams Lake - City","1980","House/Single Family","36","Williams Lake (Zone 27)","Williams Lake","8/31/2016","LINDA","2","$2,600.88","3/14/2016","007-930-887",,,"3/16/2016","$225,000","$100.90","0.98","2","5","R1","$229,000","2","2,230","$100.90","0.98","House/Single Family"
"R2013632","Residential Attached","S","36 13706 74 AVENUE","East Newton","1993","Townhouse","23","Surrey","Surrey","5/30/2016","GLORIA CUSTODIO","1","$1,616.48","11/5/2015","018-037-151",,"$210.00","3/18/2016","$225,000","$197.89","0.99","2","2","MF","$227,000","134","1,137","$197.89","0.99","Townhouse"
"R2034528","Residential Attached","S","409 18818 68 AVENUE","Clayton","2010","Apartment/Condo","6","Cloverdale","Surrey","8/1/2016","Stacy","2","$1,905.38","2/6/2016","028-272-889",,"$267.76","3/20/2016","$225,000","$295.66","0.97","2","2","MF","$230,900","43","761","$295.66","0.95","Apartment/Condo"
"R2029725","Land Only","S","LD 4454 PORT MELLON HIGHWAY","Gibsons & Area",,,,"Sunshine Coast","Port Mellon","8/1/2016","Joni Selmes or Gail Brachat",,"$1,065.25","1/29/2016","015-852-881",,,"3/16/2016","$225,000",,"0.90",,,"RU2","$249,000","47",,,"0.90","Other"
"R2039730","Residential Attached","S","414 5855 COWRIE STREET","Sechelt District","1996","Apartment/Condo","20","Sunshine Coast","Sechelt","2/27/2017","Teresa Bartrim or Karen Judd","2","$2,293.13","2/29/2016","023-616-920",,"$406.69","3/18/2016","$228,000","$204.48","0.99","2","2","R4A","$229,900","18","1,115","$204.48","0.99","Apartment/Condo"
"R2041944","Residential Attached","S","2 46485 MAPLE AVENUE","Chilliwack E Young-Yale","1995","Townhouse","21","Chilliwack","Chilliwack","8/1/2016","JEN THOMAS","2","$1,536.37","3/1/2016","018-656-358","3","$200.00","3/18/2016","$229,900","$144.23","1.00","3","3","R5","$229,900","17","1,594","$144.23","1.00","Townhouse"
"R2030738","Residential Attached","S","314 19830 56 AVENUE","Langley City","2008","Apartment/Condo","8","Langley","Langley","5/1/2016","The Property Finders","2","$1,399.20","2/1/2016","027-661-199","4","$260.00","3/20/2016","$230,000","$220.31","0.97","2","2","RES","$236,488","48","1,044","$220.31","0.96","Apartment/Condo"
"R2033366","Residential Attached","S","1406 6689 WILLINGDON AVENUE","Metrotown","1975","Apartment/Condo","41","Burnaby South","Burnaby","8/31/2016","Eric","1","$1,617.30","2/9/2016","001-312-294",,"$208.86","3/18/2016","$230,000","$345.86","0.97","1","1","RMF","$238,000","38","665","$345.86","0.97","Apartment/Condo"
"R2046552","Residential Attached","S","69 13817 102 AVENUE","Whalley","1970","Townhouse","46","North Surrey","Surrey","10/31/2016","Stuart Dahl","1","$1,569.42","3/13/2016","000-980-013",,"$232.92","3/20/2016","$233,800","$151.52","1.00","2","2","MR45","$234,900","7","1,543","$151.52","1.00","Townhouse"
"R2039723","Residential Attached","S","208 3455 ASCOT PLACE","Collingwood VE","1994","Apartment/Condo","22","Vancouver East","Vancouver","6/30/2016","GLENN","1","$712.37","2/29/2016","018-665-772","14","$193.41","3/18/2016","$234,500","$427.14","0.98","1","1","MF","$238,800","15","549","$427.14","0.98","Apartment/Condo"
"R2039328","Residential Attached","S","320 2239 152 STREET","Sunnyside Park Surrey","1990","Apartment/Condo","26","South Surrey White Rock","Surrey","8/24/2016","Charlie","2","$1,335.00","2/24/2016","016-156-081","3","$258.25","3/19/2016","$235,000","$232.67","0.97","2","2","MF45","$243,000","24","1,010","$232.67","0.97","Apartment/Condo"
"V1103355","Land Only","S","1707 BOWEN BAY ROAD","Bowen Island",,,,"Bowen Island","Bowen Island","3/31/2016","LISA BORSATO",,"$1,531.00","2/5/2015","008-810-923",,,"3/18/2016","$235,000","$14.23","0.87",,,"R1","$269,900","407",,"$14.23","0.85","Recreational"
"R2047380","Residential Attached","S","4 19696 HAMMOND ROAD","South Meadows","1978","Townhouse","38","Pitt Meadows","Pitt Meadows","5/31/2016","Natalie","1","$2,175.21","3/18/2016","001-567-462",,"$256.00","3/18/2016","$235,000","$168.58","0.99","2","3","MF","$238,000","0","1,394","$168.58","0.99","Townhouse"
"R2044754","Residential Attached","S","110 8760 NO 1 ROAD","Boyd Park","1974","Apartment/Condo","43","Richmond","Richmond","6/30/2016","GLADYS","1","$816.50","3/11/2016","001-189-778","3","$380.00","3/16/2016","$236,000","$243.30","0.99","2","1","RAM","$238,800","5","970","$243.30","0.99","Apartment/Condo"
"R2045109","Residential Attached","S","103 2437 WELCHER AVENUE","Central Pt Coquitlam","1995","Apartment/Condo","21","Port Coquitlam","Port Coquitlam","8/1/2016","KADIE","2","$1,171.69","3/12/2016","023-090-464",,"$338.44","3/17/2016","$236,900","$289.26","0.99","2","2","STRATA","$238,800","5","819","$289.26","0.99","Apartment/Condo"
"R2005437","Residential Attached","S","204 45615 BRETT AVENUE","Chilliwack W Young-Well","2008","Apartment/Condo","8","Chilliwack","Chilliwack","4/1/2016","LISA","2","$1,619.52","10/1/2015","027-281-973",,"$261.00","3/19/2016","$237,500","$184.11","0.99","2","2","R6","$239,900","170","1,290","$184.11","0.97","Apartment/Condo"
"R2036018","Residential Attached","S","304 13870 70 AVENUE","East Newton","1995","Apartment/Condo","21","Surrey","Surrey","8/15/2016","Deborah Spagnol","2","$1,367.79","2/15/2016","019-024-371",,"$355.40","3/18/2016","$239,000","$207.83","1.00","2","2","MF","$239,900","32","1,150","$207.83","1.00","Apartment/Condo"
"R2047728","Residential Attached","S","701 1442 FOSTER STREET","White Rock","1985","Apartment/Condo","31","South Surrey White Rock","White Rock","9/30/2016","Bob","1","$1,773.13","3/16/2016","001-034-871","7","$271.75","3/20/2016","$240,000","$259.46","0.99","1","1","RM3","$241,900","4","925","$259.46","0.99","Apartment/Condo"
"R2045862","Residential Attached","S","107 33338 E BOURQUIN CRESCENT","Central Abbotsford","2008","Apartment/Condo","8","Abbotsford","Abbotsford","9/30/2016","touchbase","2","$1,841.61","3/14/2016","027-442-721",,"$266.00","3/17/2016","$240,000","$198.35","1.00","2","2","RM3","$239,900","3","1,210","$198.35","1.00","Apartment/Condo"
"R2031973","Residential Attached","S","3005 9981 WHALLEY BOULEVARD","Whalley","2011","Apartment/Condo","5","North Surrey","Surrey","8/31/2016","Alice or Touchbase Preferred","1","$1,469.84","2/3/2016","028-703-448",,"$177.94","3/18/2016","$241,000","$417.68","0.97","1","1","CD","$248,000","44","577","$417.68","0.97","Apartment/Condo"
"R2044051","Residential Detached","S","4465 SLACK ROAD","Smithers - Rural","1980","House with Acreage","36","Smithers And Area (Zone 54)","Smithers","3/9/2017","Jesse Butler","1","$1,643.54","3/9/2016","010-042-326",,,"3/19/2016","$241,000","$200.83","0.97","1","2","H1","$249,500","10","1,200","$200.83","0.97","House with Acreage"
"R2011659","Residential Attached","S","305 20140 56 AVENUE","Langley City","1991","Apartment/Condo","25","Langley","Langley","4/14/2016","Jarno","2","$1,846.28","10/26/2015","016-621-573",,"$400.00","3/19/2016","$244,000","$176.68","1.02","2","2","MF","$238,900","145","1,381","$176.68","0.98","Apartment/Condo"
"R2040258","Residential Detached","S","2211 E SHAMROCK ROAD","Mount Alder","9999","House/Single Family","999","PG City North (Zone 73)","Prince George","6/26/2016","LR","2","$2,554.14","2/26/2016","010-232-818",,,"3/20/2016","$245,000","$81.97","0.98","3","5","RS1","$249,900","23","2,989","$81.97","0.98","House/Single Family"
"R2043583","Residential Attached","S","101 8840 NO 1 ROAD","Boyd Park","1973","Apartment/Condo","43","Richmond","Richmond","12/30/2016","RIMPY HOTHI","1","$775.87","3/7/2016","001-187-422","3","$380.26","3/19/2016","$245,000","$232.23","1.03","1","2","MF","$238,000","12","1,055","$232.23","1.03","Apartment/Condo"
"R2032727","Residential Attached","S","301 19130 FORD ROAD","Central Meadows","1994","Apartment/Condo","22","Pitt Meadows","Pitt Meadows","5/31/2016","Keith","2","$1,901.90","2/10/2016","018-679-218","4","$368.89","3/16/2016","$245,000","$204.00","0.98","2","2","RMF","$249,900","35","1,201","$204.00","0.98","Apartment/Condo"
"R2046903","Residential Attached","S","311 19366 65 AVENUE","Clayton","2006","Apartment/Condo","10","Cloverdale","Surrey","3/31/2017","Concepcion","2","$1,472.18","3/14/2016","026-409-321",,"$275.79","3/19/2016","$246,000","$267.39","0.98","2","2","MF","$249,900","5","920","$267.39","0.98","Apartment/Condo"
"R2027241","Residential Attached","S","214 6688 120 STREET","West Newton","2011","Apartment/Condo","5","Surrey","Surrey","5/20/2016","Nga","2","$1,412.69","1/20/2016","028-514-165","4","$265.27","3/20/2016","$246,500","$307.36","0.97","2","2","CD","$253,000","60","802","$307.36","0.97","Apartment/Condo"
