"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2324112","Residential Detached","S","1084 CUDDIE CRESCENT","VLA","1960","House/Single Family","58","PG City Central (Zone 72)","Prince George","5/19/2019","ROBIN","1","$1,272.70","11/19/2018","013-437-682",,,"11/26/2018","$154,500","$180.70","0.98","1","1","RS4","$157,900","7","855","$180.70","0.98","House/Single Family","1",,"250-640-1217","3% ON THE 1ST $100,000/1% ON THE REMAINDER **(SEE REALTOR REMARKS)","VLA","0","1","0.00",,,"5","V2L 4C2",,,"BC",,,,
"R2326221","Residential Detached","S","67 3942 COLUMBIA VALLEY ROAD","Cultus Lake","1973","Manufactured","45","Cultus Lake","Cultus Lake","6/30/2019","Daniel Delowsky","1","$169.72","11/30/2018","700-003-749",,"$0.00","12/3/2018","$155,000","$124.20","1.03","2","3","MHP","$149,900","3","1,248","$124.20","1.03","Manufactured","1",,"604-799-2425","$4,000","CULTUS LAKE VILLAGE",,"0",,,"$500.00",,"V2R 5B3",,,"BC",,,,
"R2312336","Residential Detached","S","110 40157 GOVERNMENT ROAD","Garibaldi Estates","1971","Manufactured","47","Squamish","Squamish","3/31/2019","Christine","1","$0.00","10/3/2018","800-125-020",,,"12/7/2018","$156,000","$216.67","0.93","1","2","MHP","$167,000","65","720","$216.67","0.93","Manufactured","1",,"604-619-0773","2.25% ON SALE PRICE","Spiral Manufactured Home Park",,"0",,,"$700.00","1","V8B 0K8",,,"BC",,,,
"R2319353","Residential Detached","S","658 WESTLAND ROAD","Quesnel - Town","1985","House/Single Family","33","Quesnel (Zone 28)","Quesnel","12/30/2018","CHELSEA","1","$1,309.13","10/30/2018","004-619-544",,,"11/26/2018","$158,750","$139.01","0.96","2","2","CR2","$165,000","27","1,142","$139.01","0.96","House/Single Family","1",,"250-255-2503","2.5% UP TO $100,000 / 1% OF BALANCE UNLESS SELLING PRICE <$250,000 THEN FLAT $3450--LESS 25% IF BUYER'S FIRST PRIVATE VIEWING IS WITH LISTING REALTOR",,"0","0","0.00",,,,"V2J 4R6",,,"BC",,,,
"R2307735","Residential Detached","S","9123 116 AVENUE","Fort St. John - City NE","1961","House/Single Family","57","Fort St. John (Zone 60)","Fort St. John","3/17/2019",,"1","$2,369.77","9/17/2018","017-371-465",,,"11/26/2018","$160,000","$156.86","0.89","1","3","R1","$179,000","70","1,020","$156.86","0.80","House/Single Family","1",,,"3% UP TO $100,000 PLUS 1.5% OF REMAINDER (PLUS GST)",,"110","0","66.70",,,,"V1J 2Y3",,"ESTATE SALE","BC",,,,
"R2312714","Residential Detached","S","22 9960 WILSON ROAD","Stave Falls","1976","Manufactured","42","Mission","Mission","4/1/2019","Janet (Call/Tbase)","1","$830.00","10/3/2018","900-577-906",,,"11/27/2018","$163,500","$227.08","0.89","1","2","MHP","$183,800","55","720","$227.08","0.87","Manufactured","1",,"604-308-3883","2.7% OF THE PURCHASE PRICE","Ruskin MHP",,"0",,,"$660.00","2","V4S 1B3",,,"BC",,,,
"R2312221","Residential Detached","S","6302 COOPER ROAD","Deka/Sulphurous/Hathaway Lakes","1998","Manufactured with Land","20","100 Mile House (Zone 10)","Deka Lake / Sulphurous / Hathaway Lakes","12/31/2018","RON","1","$738.59","10/1/2018","006-585-451",,,"12/1/2018","$165,000","$175.53","0.94","1","2","R-1","$174,900","61","940","$175.53","0.94","Manufactured with Land","1",,"250-395-6599","3.4% UP TO $100,000 / 1.2% OF BALANCE",,"0","1","0.00",,,"4","V0K 1X3",,,"BC",,,,
"R2233516","Residential Detached","S","1730 BIRCH AVENUE","Red Bluff/Dragon Lake","9999","House with Acreage","999","Quesnel (Zone 28)","Quesnel","10/31/2018","SCOTT","2","$1,260.53","1/22/2018","013-572-661",,,"12/5/2018","$169,500","$146.12","0.89","2","6","R2","$189,900","317","1,160","$146.12","0.87","House with Acreage","2",,"250-983-6153","3% ON THE FIRST $100,000/1.5% ON THE REMAINDER OR $500 IF FIRST INTRODUCTION TO PROPERTY IS BY THE LISTING BROKERAGE.","RED BLUFF","500","0","100.00",,,"8","V2J 3Y4",,,"BC",,,,
"R2307793","Residential Detached","S","3934 KERBY STREET","Thornhill","1974","Manufactured with Land","44","Terrace (Zone 88)","Terrace","12/15/2018","JOHN","1","$1,215.28","9/18/2018","009-460-632",,,"12/2/2018","$169,900","$140.18","1.00","1","3","R1","$169,999","75","1,212","$140.18","1.00","Manufactured with Land","1",,"250-631-6769","3% ON THE FIRST $100,000/1.5% ON BALANCE + GST",,,"1","50.00",,,"3","V8G 4H7",,,"BC",,,,
"R2326189","Residential Attached","S","10509 89 STREET","Fort St. John - City NE","1981","1/2 Duplex","37","Fort St. John (Zone 60)","Fort St. John","3/1/2019","RICK C","1","$1,946.92","11/28/2018","004-102-673",,"$0.00","12/3/2018","$169,900","$104.49","0.94","1","4","R2","$179,900","5","1,626","$104.49","0.94","1/2 Duplex","1",,"250-787-5866","3.5% UP TO $100,000 / 1.5% OF REMAINDER","DONIS SUB","100","0","38.50",,,,"V1J 5Y3",,,"BC",,,,
"R2310275","Residential Attached","S","6 20649 EDELWEISS DRIVE","Hemlock","1982","Townhouse","36","Mission","Agassiz","6/28/2019","KEVIN SASS","1","$777.58","9/23/2018","012-660-531","3","$200.00","12/7/2018","$170,000","$118.72","0.94","1","3","RST 4","$179,900","75","1,432","$118.72","0.94","Townhouse","1",,"778-344-7443","3% ON 1ST $100,000/1.25% ON BAL",,,"1",,,,,"V0M 1A1",,,"BC",,,,
"R2304314","Residential Attached","S","10 45882 CHEAM AVENUE","Chilliwack W Young-Well","1985","Townhouse","33","Chilliwack","Chilliwack","9/10/2019","Sabrina vandenBrink","1","$716.68","9/10/2018","001-440-225",,"$150.00","12/2/2018","$170,000","$299.82","0.94","1","1","R5","$179,900","83","567","$299.82","0.94","Townhouse","1",,"604-858-1857","3.22% 1ST $100,000 / 1.15% BAL ***COMMISSION PAYABLE UPON 1ST PHYSICAL INTRO TO PROPERTY, OTHERWISE $1000***",,"0","0","0.00",,,"1","V2P 1N6",,"Owner never lived on property","BC",,,,
"R2326954","Residential Detached","S","1629 16 HIGHWAY","Telkwa","9999","House/Single Family","999","Smithers And Area (Zone 54)","Telkwa","6/7/2019","DJ","1","$1,612.51","12/6/2018","014-837-854",,,"12/12/2018","$172,000","$127.88","1.01","1","2","C-1","$169,500","6","1,345","$127.88","1.01","House/Single Family","1",,"250-877-3677","3% ON THE FIRST $100,000 AND 1.5% ON THE REMAINDER",,"100","0","60.00",,,,"V0J 2X0",,,"BC",,,,
"R2306967","Residential Detached","S","96 1413 SUNSHINE COAST HIGHWAY","Gibsons & Area","1976","Manufactured","42","Sunshine Coast","Gibsons","12/17/2018","Gail or Joni","1","$257.13","9/17/2018","800-124-601",,,"12/3/2018","$175,000","$214.46","0.92","1","2","MHP","$189,900","77","816","$214.46","0.92","Manufactured","1",,"604-740-6278","3.22% ON FIRST $100,000 AND 1.16% ON BALANCE","Poplars",,"0",,,"$489.00","1","v0N 1V5",,,"BC",,,,
"R2281177","Residential Attached","S","106 45555 YALE ROAD","Chilliwack W Young-Well","2008","Apartment/Condo","10","Chilliwack","Chilliwack","2/28/2019","ROSS","2","$552.68","6/18/2018","027-467-660","4","$363.20","12/8/2018","$177,500","$207.60","0.91","2","2","R6","$195,000","173","855","$207.60","0.81","Apartment/Condo","1",,"604-792-0077","3.22% 1ST $100,000/1.25% BAL",,,"0",,,,"2","V2P 0A9",,,"BC",,,,
"R2305095","Residential Detached","S","13 24330 FRASER HIGHWAY","Otter District","1969","Manufactured","49","Langley","Langley","3/12/2019","NANCY G.","1","$520.24","9/12/2018","905-003-019",,,"12/4/2018","$180,000","$209.30","0.97","1","2","MHP","$184,900","83","860","$209.30","0.97","Manufactured","1",,"604-888-7424","3.22% ON 1ST $100,000.00 AND 1.15% ON BALANCE","LANGLEY GROVE ESTATES",,"1",,,"$591.31","2","V2Z 1N2",,,"BC",,,,
"R2325562","Land Only","S","3502 FLOYD STREET","Terrace - City",,,,"Terrace (Zone 88)","Terrace","5/23/2019","RICK",,"$1,294.53","11/23/2018","029-638-151",,,"12/4/2018","$183,000","$14.08","0.96",,,"R1","$189,900","11",,"$14.08","0.96","Other",,"Allowed Access","250-615-1558","2% OF FINAL SALE PRICE",,"131.207",,"86.41","No",,,"V8G 4X4",,,"BC","At Lot Line",,"Nearby","City/Municipal"
"R2323771","Residential Detached","S","4 OSPIKA CRESCENT","Mackenzie -Town","9999","House with Acreage","999","Mackenzie (Zone 69)","Mackenzie","5/31/2019","RICK","2","$2,274.60","11/19/2018","011-119-209",,,"12/4/2018","$190,000","$93.14","0.97","2","4","R1","$194,900","15","2,040","$93.14","0.97","House with Acreage","1",,"250-997-5077","$3500 FLAT FEE",,"0","0","0.00",,,"4","V0J 2C0",,,"BC",,,,
"R2316735","Residential Detached","S","1751 8TH AVENUE","Crescents","9999","House/Single Family","999","PG City Central (Zone 72)","Prince George","10/8/2019","TRISTA GRENON-CRICHTON","1","$1,683.11","10/18/2018","023-149-124",,,"12/2/2018","$190,500","$272.14","0.96","1","2","RS4","$199,000","45","700","$272.14","0.96","House/Single Family","1",,"250-981-9281","3% ON THE FIRST HUNDRED THOUSAND/1% ON REMAINDER **(SEE REALTOR REMARKS)",,"109.96","0","49.98",,,,"V2L 3R4",,,"BC",,,,
"R2326186","Residential Attached","S","113 45567 YALE ROAD","Chilliwack W Young-Well","2008","Apartment/Condo","10","Chilliwack","Chilliwack","2/3/2019","Sunny","2","$664.36","12/3/2018","027-651-495",,"$390.00","12/3/2018","$195,000","$224.65","0.89","2","2","R6","$219,777","0","868","$224.65","0.89","Apartment/Condo","1",,"778-758-2000","3.22% 1ST $100,000 / 1.15% BAL",,,"0",,,,,"V2P 0B2",,"Seller Never Lived There","BC",,,,
"R2308411","Residential Attached","S","206 32885 GEORGE FERGUSON WAY","Central Abbotsford","1983","Apartment/Condo","35","Abbotsford","Abbotsford","12/19/2018","Tim Laidler","1","$667.40","9/19/2018","001-869-922","3","$345.36","12/12/2018","$195,000","$205.05","0.98","1","2","RML","$200,000","84","951","$205.05","0.65","Apartment/Condo","1",,"778-846-2155","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","Fairview Manor",,"0",,,,"1","V2S 7X1",,,"BC",,,,
"R2303473","Residential Detached","S","765 DOMINION STREET","McBride - Town","1990","House/Single Family","28","Robson Valley (Zone 81)","McBride","1/15/2019","IRENE BERNDSEN","2","$2,341.95","9/4/2018","007-565-330",,,"12/3/2018","$205,000","$94.21","0.89","3","4","R1","$229,900","90","2,176","$94.21","0.89","House/Single Family","1",,"250-569-7397","2.5% ON THE 1ST $100,000, AND 1% ON THE REMAINDER",,"0","0","0.00",,,,"V0J 2E0",,,"BC",,,,
"R2317410","Residential Attached","S","310 2425 CHURCH STREET","Abbotsford West","1989","Apartment/Condo","29","Abbotsford","Abbotsford","4/30/2019","Ben","2","$1,041.48","10/22/2018","008-239-827","3","$241.00","11/26/2018","$206,500","$205.68","0.90","2","2","RML","$229,000","35","1,004","$205.68","0.90","Apartment/Condo","1",,"604-615-6236","3.22% ON 1ST $100,000.00 AND 1.15% ON THE BALANCE","Parkview Place",,"0",,,,"1","V2T 5T3",,"POA","BC",,,,
"R2306419","Land Only","S","Lot 30 DOGWOOD DRIVE","Pender Harbour Egmont",,,,"Sunshine Coast","Madeira Park","12/31/2018","DAVE",,"$941.94","9/13/2018","009-085-238",,,"11/30/2018","$210,000",,"0.92",,,"R2","$229,000","78",,,"0.92","Other",,"Road Access","604-885-5414","3.255% ON THE FIRST $100,000 & 1.1625% ON THE BALANCE",,,,"105.00","Yes",,,"V0N 2H1",,,"BC","None",,"None","City/Municipal"
"R2287603","Residential Detached","S","2163 DOG CREEK ROAD","Esler/Dog Creek","1970","House with Acreage","48","Williams Lake (Zone 27)","Williams Lake","12/31/2018","Susan Colgate","1","$1,494.68","7/9/2018","013-835-742",,,"12/2/2018","$210,000","$164.06","0.91","1","4","RR3","$229,900","146","1,280","$164.06","0.84","House with Acreage","1",,"250-267-1088","3% ON THE FIRST $100,000.00 AND 1% ON THE REMAINDER PLUS GST IF BUYERS AGENT CONDUCTS ALL SHOWINGS, OTHERWISE $1000.00 PLUS GST",,,"0","0.00",,,,"V2G 4V6",,,"BC",,,,
"R2325611","Residential Attached","S","305C 45655 MCINTOSH DRIVE","Chilliwack W Young-Well","1993","Apartment/Condo","25","Chilliwack","Chilliwack","3/30/2019","Kevin Sinclair","1","$757.11","11/29/2018","017-909-694","3","$212.25","11/29/2018","$212,900","$241.93","1.00","1","3","R-5","$212,900","0","880","$241.93","1.00","Apartment/Condo","1",,"604-859-2341","3.22% 1ST $100,000 / 1.15% BAL","Mcintosh Place",,"0",,,,"1","V2P 6V4",,"Upon Offer","BC",,,,
"R2326624","Residential Detached","S","315 DOGWOOD CRESCENT","100 Mile House - Town","1964","House/Single Family","54","100 Mile House (Zone 10)","100 Mile House","3/21/2019","MICHELLE","1","$1,503.43","12/4/2018","009-769-421",,,"12/6/2018","$214,000","$178.33","1.00","1","3","R1","$214,000","2","1,200","$178.33","1.00","House/Single Family","1",,"250-644-1100","3.4% ON THE FIRST $100,000 & 1.4% ON BALANCE - ALL SHOWINGS TO BE COMPLETED BY BUYERS AGENT OR COMMISSION IS REDUCED TO $1000 UNLESS AGREED OTHERWISE",,"124","1","60.00",,,,"V0K 2E0",,,"BC",,,,
"R2311026","Land Only","S","4777 CAVERLY ROAD","Lac la Hache",,,,"100 Mile House (Zone 10)","Lac La Hache","12/31/2018","Danita McLaren",,"$1,053.32","9/28/2018","008-269-629",,,"12/5/2018","$215,500","$7.50","0.96",,,"R1","$224,900","68",,"$7.50","0.96","Other",,"Road Access","250-644-5686","3.4% OF 1ST $100,000 & 1.4% OF BALANCE",,"306.93",,"100.00","Yes",,,"V0K 2E2","Not Known","Small bare land lot","BC","Septic",,"None","Other"
"R2327625","Residential Detached","S","1303 JARVIS STREET","Lakewood","9999","House/Single Family","999","PG City West (Zone 71)","Prince George","3/22/2019","DAVID","2","$2,657.52","11/22/2018","010-106-049",,,"12/12/2018","$217,000","$120.96","1.09","2","4","RS2","$199,900","20","1,794","$120.96","1.09","House/Single Family","1",,"250-565-7848","3% UP TO $100,000 PLUS 1% OF BALANCE",,"0","1","0.00",,,,"V2M 4J3",,,"BC",,,,
"R2326526","Residential Detached","S","503 PINCHBECK STREET","Williams Lake - City","1974","House/Single Family","44","Williams Lake (Zone 27)","Williams Lake","7/31/2019","SUSAN","2","$2,102.67","12/3/2018","006-937-098",,,"12/7/2018","$220,000","$97.95","0.96","3","6","R2","$229,900","4","2,246","$97.95","0.96","House/Single Family","2",,"250-267-1088","3% UP TO $100,000 / 1% OF REMAINDER",,"138","2","66.00",,,,"V2G 1E6",,,"BC",,,,
"R2300104","Residential Detached","S","5407 STRIEGLER ROAD","Vanderhoof - Rural","1969","House with Acreage","49","Vanderhoof And Area (Zone 56)","Vanderhoof","11/22/2018","PHILLIP","2","$1,662.67","8/22/2018","023-671-998",,,"11/26/2018","$220,000","$73.73","1.10","3","4","H1","$199,900","96","2,984","$73.73","1.10","House with Acreage","1",,"250-567-2271","3% ON THE 1ST $100,000/0.75% ON THE BALANCE",,"0","0","0.00",,,,"V0J 3A2",,,"BC",,,,
"R2315942","Residential Attached","S","407 46150 BOLE AVENUE","Chilliwack N Yale-Well","2008","Apartment/Condo","10","Chilliwack","Chilliwack","3/17/2019","Amy","1","$738.16","10/17/2018","027-482-774","4","$190.23","12/2/2018","$225,500","$389.46","0.99","1","1","R6","$228,000","46","579","$389.46","0.99","Apartment/Condo","1",,"778-980-6003","3.22% 1ST $100,000 / 1.15% BAL","Newmark",,"0",,,,"2","V2P 0B7",,"owner has never lived there","BC",,,,
"R2298565","Residential Detached","S","13 46484 CHILLIWACK LAKE ROAD","Chilliwack River Valley","1989","Manufactured","29","Sardis","Chilliwack","4/28/2019","Bryan or Emma","2","$478.97","8/27/2018","746-484-291",,,"12/11/2018","$228,000","$183.28","0.92","2","2","MHP","$249,000","106","1,244","$183.28","0.92","Manufactured","1",,"604-858-7179","3% 1ST $100,000 / 1.25% BAL ***COMMISSION PAYABLE UPON FIRST INTRODUCTION TO PROPERTY, OTHERWISE $1,000***",,,"0","0.00",,"$509.70","3","V2R 3R7",,,"BC",,,,
"R2319487","Residential Attached","S","514 31955 OLD YALE ROAD","Abbotsford West","1981","Apartment/Condo","37","Abbotsford","Abbotsford","4/30/2019","Touchbase","1","$1,044.81","10/30/2018","002-957-710","10","$254.03","11/30/2018","$230,000","$211.79","0.88","2","2","APT.","$259,900","31","1,086","$211.79","0.88","Apartment/Condo","1",,"604-220-2846","3.22%/$100,000.00 AND 1.15% ON THE BALANCE","EVERGREEN VILLAGE","0.00","0","0.00",,,"1","V2T 4N1",,,"BC",,,,
"R2325104","Residential Attached","S","113 33150 4TH AVENUE","Mission BC","1997","Apartment/Condo","21","Mission","Mission","2/14/2019","Barbara","1","$884.00","11/25/2018","023-413-468","3","$272.86","11/27/2018","$230,000","$288.94","0.98","1","1","RM4","$234,900","2","796","$288.94","0.98","Apartment/Condo","1",,"604-302-1445","S-3.22% 1ST 100K/1.15% BAL","Kathleen Court",,"1",,,,"2","V2V 7A3",,,"BC",,,,
"R2301614","Residential Detached","S","8504 94 AVENUE","Fort St. John - City SE","1959","House/Single Family","59","Fort St. John (Zone 60)","Fort St. John","2/28/2019",,"1","$2,197.05","8/29/2018","013-233-033",,,"11/26/2018","$230,000","$167.39","0.96","1","3","R2","$239,900","89","1,374","$167.39","0.88","House/Single Family","1",,,"3% UP TO $100,000 PLUS 1.5% OF REMAINDER PLUS GST",,"150","0","49.00",,,,"V1J 1E9",,,"BC",,,,
"R2326123","Residential Attached","S","204 45567 YALE ROAD","Chilliwack W Young-Well","2008","Apartment/Condo","10","Chilliwack","Chilliwack","2/28/2019","Jinder","2","$661.88","11/30/2018","027-651-568",,"$390.00","11/30/2018","$230,000","$261.96","0.92","2","2","R6","$249,777","0","878","$261.96","0.92","Apartment/Condo","1",,"604-825-7160","3.22% 1ST $100,000 / 1.15% BAL",,,"0",,,,,"V2P 0B2",,"Seller Never Lived There","BC",,,,
"R2320427","Residential Attached","S","213 33960 OLD YALE ROAD","Central Abbotsford","2007","Apartment/Condo","11","Abbotsford","Abbotsford","5/2/2019","RON DULLE","1","$893.29","11/1/2018","026-969-947",,"$204.00","12/8/2018","$232,000","$386.02","0.97","1","1","RML","$240,000","37","601","$386.02","0.93","Apartment/Condo","1",,"604-864-1732","S-3.22% 1ST 100K/1.15% BAL",,,"0",,,,,"V2S 2J9",,,"BC",,,,
"R2324649","Residential Detached","S","11345 BRAESIDE ROAD","Vanderhoof - Rural","2004","Manufactured with Land","14","Vanderhoof And Area (Zone 56)","Vanderhoof","2/22/2019","TYSON WITALA","2","$1,023.61","11/22/2018","010-728-058",,,"12/10/2018","$233,000","$248.40","0.95","2","2","AG1","$245,000","18","938","$248.40","0.95","Manufactured with Land","1",,"250-981-8084","3% ON THE FIRST $100,000/1% ON THE REMAINDER","BRAESIDE","0","0","0.00",,,,"V0J 3A2",,,"BC",,,,
"R2318962","Residential Detached","S","3068 BLACKWATER ROAD","Bouchie Lake","1977","House with Acreage","41","Quesnel (Zone 28)","Bouchie Lake","10/28/2019","JOANNE","1","$1,266.73","10/29/2018","009-934-171",,,"12/1/2018","$235,000","$197.81","0.98","1","2","RR1","$239,000","33","1,188","$197.81","0.98","House with Acreage","1",,"250-255-1588","2.9% UP TO $100,000 / 1.5% OF REMAINDER","BOUCHIE LAKE","0","0","0.00",,,"10","V2J 7C9",,,"BC",,,,
"R2318488","Residential Attached","S","319 31955 OLD YALE ROAD","Abbotsford West","1985","Apartment/Condo","33","Abbotsford","Abbotsford","10/25/2019","Priscilla Pizarro","1","$1,026.46","10/25/2018","002-957-591",,"$260.52","12/6/2018","$238,000","$228.85","0.97","2","2","RMM","$244,850","42","1,040","$228.85","0.96","Apartment/Condo","1",,"604-202-2330","3.22% ON THE FIRST $100K AND 1.15 +$500 BONUS TO BUYER'S AGENT IF OFFER IS ACCEPTED BEFORE DECEMBER 1, 2018",,,"0",,,,,"V2T 4N1",,,"BC",,,,
"R2325247","Residential Detached","S","3473 ALFRED AVENUE","Smithers - Town","1991","House/Single Family","27","Smithers And Area (Zone 54)","Smithers","2/22/2019","Ron Lapadat PREC*","2","$2,901.23","11/26/2018","013-620-649",,,"12/6/2018","$240,000","$112.78","1.00","2","4","R-2","$239,900","10","2,128","$112.78","1.00","House/Single Family","1",,"250-847-0335","3% FIRST $100,000 / 1.5% BALANCE",,"125","0","50.00",,,"2","V0J 2N0",,,"BC",,,,
"R2317981","Residential Detached","S","121 LIARD STREET","Kitimat","1956","House/Single Family","62","Kitimat (Zone 89)","Kitimat","1/20/2019","ANNELISE","1","$1,426.87","10/20/2018","011-818-085",,,"12/1/2018","$245,000","$291.67","0.94","1","2","R1B","$259,990","42","840","$291.67","0.91","House/Single Family","1",,"250-639-4262","3% UP TO $100,000 / 1.5% OF REMAINDER",,"0","1","0.00",,,"3","V8C 2B1",,,"BC",,,,
"R2326150","Residential Detached","S","1368 E 6TH AVENUE","Prince Rupert - City","1942","House/Single Family","76","Prince Rupert (Zone 52)","Prince Rupert","12/2/2019","KENN LONG","1","$2,439.96","12/3/2018","012-521-183",,,"12/3/2018","$245,000","$173.76","0.98","1","3","R2","$250,000","0","1,410","$173.76","0.98","House/Single Family","1",,"250-600-5666","1.75% ON TOTAL SALE PRICE",,"0","0","0.00",,,"3","V8J 1X9",,,"BC",,,,
"R2241515","Residential Detached","S","387 SEYFORTH DRIVE","Vanderhoof - Town","1984","House/Single Family","34","Vanderhoof And Area (Zone 56)","Vanderhoof","7/31/2019","JODY PEDERSEN","2","$2,699.64","2/20/2018","006-002-943",,,"12/1/2018","$248,800","$98.26","0.96","3","5","R1","$259,900","274","2,532","$98.26","0.93","House/Single Family","1",,"250-567-0153","3% ON THE FIRST $100,000/1.5% ON THE BALANCE","VANDERVIEW","70","0","100.00",,,"5","V0J 3A0",,,"BC",,,,
"R2326027","Residential Detached","S","3517 CLORE AVENUE","Thornhill","1984","Manufactured with Land","34","Terrace (Zone 88)","Terrace","2/28/2019","SHANNON MCALLISTER","1","$1,590.07","11/29/2018","018-657-133",,,"11/30/2018","$250,000","$148.28","0.96","1","4","R1","$259,900","1","1,686","$148.28","0.96","Manufactured with Land","1",,"250-615-8993","3% OF FIRST 100,000 AND 1.5% OF ANY BALANCE PLUS GST",,"0","1","0.00",,,,"V8G 5K5",,,"BC",,,,
