"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"N231604","Residential Detached","S","2242 OMENICA AVENUE","Hazelton","9999","House/Single Family","999","Smithers And Area (Zone 54)","New Hazelton","8/31/2014","RON LAPADAT","1","$1,219.00","10/10/2013","028-335-431",,,"12/14/2013","$115,000","$43.40","0.96","2","3","C-1","$119,500","65","2,650","$43.40","0.96","House/Single Family","1",,"250-847-0335","3.5% ON 1ST $100,000/1.5% ON BALANCE",,"120","0","165.00",,,"3","V0J 2J1",,,"BC",,,,
"H1300431","Residential Detached","S","45662 BERNARD AVENUE","Chilliwack W Young-Well","2001","House/Single Family","12","Chilliwack","Chilliwack","1/31/2014","HEATHER","1","$1,211.00","1/31/2013","000-963-704",,,"12/23/2013","$115,000","$165.23","0.82","1","2","R1A","$139,500","326","696","$165.23","0.68","House/Single Family","1",,"604-795-2955","3% 1ST 100K/1.5% BAL L 1/2 BF",,"IRREG .07 ACRES","0","110.00",,,"3","V2P 1H8",,,"BC",,,,
"V1033289","Residential Detached","S","103 4510 W SUNSHINE COAST HIGHWAY","Sechelt District","2005","Manufactured","8","Sunshine Coast","Sechelt","4/22/2014","MIKE","1","$1,034.00","10/22/2013","800-080-968",,,"1/3/2014","$115,000","$132.95","0.92","1","2","R-5","$125,000","73","865","$132.95","0.92","Manufactured","1",,"604-740-1841","3.255%-1ST $100K/1.1625% BAL","BIG MAPLES",,"1","0.00",,"$356.00","3","V0N 3A2",,,"BC",,,,
"V1038411","Residential Attached","S","212 7180 LINDSAY ROAD","Granville","1974","Apartment/Condo","39","Richmond","Richmond","5/31/2014","FAYYAZ OR TOUCHBASE","1",,"12/6/2013","800-078-520",,"$411.00","12/21/2013","$117,000","$140.29","0.98","1","2","MFD","$119,900","15","834","$140.29","0.98","Apartment/Condo","1",,"604-831-4469","3.255% ON 1ST $100,000 & 1.1625% ON BAL","Sussex Square",,"0","0.00",,,"1","V7C 3M6",,"WHEN OFFER IS PRESENTED","BC",,,,
"F1326568","Residential Attached","S","237 2821 TIMS STREET","Abbotsford West","1976","Apartment/Condo","37","Abbotsford","Abbotsford","5/31/2014","Text or touchbase David S","1","$952.00","11/30/2013","001-376-152",,"$275.00","12/17/2013","$117,500","$110.12","0.94","1","3","RML","$124,500","17","1,067","$110.12","0.94","Apartment/Condo","1",,"604-825-7007","S-3.25% 1ST 100K/1.15% BAL","Parkview Estates",,"0",,,,,"V2T 4B1",,"Provided with offer","BC",,,,
"F1324041","Residential Attached","S","228 2821 TIMS STREET","Abbotsford West","1977","Apartment/Condo","36","Abbotsford","Abbotsford","10/31/2014","BRENDA EVANS","1","$978.00","10/15/2013","001-375-750","3","$292.83","12/28/2013","$119,000","$102.59","0.93","2","3","RES","$127,500","74","1,160","$102.59","0.88","Apartment/Condo","1",,"604-807-8882","S-3.22% 1ST 100K/1.15% BAL","PARKVIEW ESTATES",,"0",,,,"1","V2T 4B1",,,"BC",,,,
"N231796","Residential Detached","S","3202 HAGMAN CRESCENT","Houston - Town","1970","House/Single Family","43","Houston (Zone 53)","Houston","4/22/2014","DAN HANSMA","2","$1,815.00","10/22/2013","010-008-063",,,"12/30/2013","$120,000","$50.85","0.92","2","5","R1","$129,900","69","2,360","$50.85","0.92","House/Single Family","1",,"250-845-8234","3% ON THE 1ST $100,000 AND 1.5% ON THE BALANCE",,"110","0","65.00",,,,"V0J 1Z1",,,"BC",,,,
"N232560","Residential Detached","S","61 BRANT STREET","Kitimat","1955","House/Single Family","58","Kitimat (Zone 89)","Kitimat","3/11/2014","SHARON NICHOLS","2","$1,347.00","12/11/2013","009-712-691",,,"12/23/2013","$120,000","$61.86","0.93","2","2","R2-A","$129,000","12","1,940","$61.86","0.93","House/Single Family","1",,"250-279-2146","3% OF 1ST $100,000/ 1.5% OF THE BALANCE","NECHAKO",,"1","0.00",,,"3","V8C 1R5",,,"BC",,,,
"H1302137","Residential Attached","S","59 7455 HURON STREET","Sardis West Vedder Rd","1986","Townhouse","27","Sardis","Sardis","4/30/2014","HENDRICK/JENNIFER","1","$954.00","5/21/2013","002-390-469",,"$160.00","12/27/2013","$124,900","$135.76","0.90","1","2","R5","$139,000","220","920","$135.76","0.90","Townhouse","1",,"604-858-7179","3% 1ST 100K/1.25% BAL L 1/2 BF***",,,"0",,,,"1","V2R 3T9",,,"BC",,,,
"N226757","Land Only","S","4003 TEMPLE STREET","Terrace - City",,,,"Terrace (Zone 88)","Terrace","4/30/2014","HANS",,"$1,618.00","4/26/2013","023-732-512",,,"12/21/2013","$125,000","$11.37","1.00",,,"R-1","$125,000","239",,"$11.37","1.00","House/Single Family",,"Road Access","250-638-1400","2.5% ON THE 1ST $100,000/ 1.25% ON THE BAL +GST",,"0",,"72.00","No",,,"V8G 5N6",,,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"F1322733","Residential Attached","S","408 31771 PEARDONVILLE ROAD","Abbotsford West","1994","Apartment/Condo","19","Abbotsford","Abbotsford","3/31/2014","LEN","2","$1,201.00","9/27/2013","018-857-914","4","$237.27","12/19/2013","$125,000","$137.06","0.96","2","2","RML","$129,900","83","912","$137.06","0.89","Apartment/Condo","1",,"604-853-3374","S-3.22% 1ST 100K/1.15% BAL",,,"0",,,,,"V2T 5S7",,"COURT ORDERED SALE","BC",,,,
"F1316463","Residential Attached","S","103 20064 56 AVENUE","Langley City","1991","Apartment/Condo","22","Langley","Langley","1/31/2014","Touchbase preferred","1","$1,708.00","7/9/2013","017-309-239",,"$219.89","12/16/2013","$127,500","$136.22","0.93","1","2","RMF","$137,500","160","936","$136.22","0.80","Apartment/Condo","1",,"604-533-3491","S-3.22% 1ST 100K/1.15% BAL","Baldi Creek Cove",,"1","0.00",,,"1","V3A 3Y4",,"POA does not live in unit","BC",,,,
"F1322558","Residential Attached","S","123 2962 TRETHEWEY STREET","Abbotsford West","1994","Apartment/Condo","19","Abbotsford","Abbotsford","3/31/2014","Harpreet or Davinder","2","$1,118.00","9/23/2013","018-448-429","4","$279.00","12/15/2013","$128,000","$138.98","1.02","2","2","MF","$124,999","83","921","$138.98","0.95","Apartment/Condo","1",,"604-832-8485","S-3.22% 1ST 100K/1.15% BAL","CASCADE GREEN",,"1",,,,"1","V2T 4M3",,"UPON ACCEPTANCE OF OFFER","BC",,,,
"V1013321","Residential Attached","S","302 535 BLUE MOUNTAIN STREET","Central Coquitlam","1970","Apartment/Condo","43","Coquitlam","Coquitlam","3/31/2014","Julia Palko","1","$1,147.00","6/13/2013","001-415-417",,"$254.52","12/13/2013","$128,500","$202.36","0.98","1","1","STRATA","$131,800","183","635","$202.36","0.87","Apartment/Condo","1",,"604-783-3387","3.255% ON 1ST $100000 + 1.1625% ON BALANCE",,,"0",,,,,"V3J 4R2",,,"BC",,,,
"N231318","Land Only","S","10516 109A STREET","Fort St. John - City NW",,,,"Fort St. John (Zone 60)","Fort St. John","1/2/2015","KEVIN",,"$0.00","9/30/2013","029-142-466",,,"12/20/2013","$129,000",,"0.99",,,"R1","$130,000","81",,,"0.99","House/Single Family",,"Road Access","250-785-8051","3% ON 1ST $100,000/1.5% ON BALANCE","SUNSET RIDGE","124.64",,"51.99","Yes",,,"V1J 0J3","Not Known",,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"F1324469","Residential Attached","S","203 5465 203 STREET","Langley City","2004","Apartment/Condo","9","Langley","Langley","1/22/2014","Marcus","1","$949.00","10/22/2013","026-003-139",,"$193.67","12/16/2013","$129,199","$184.57","1.03","1","1","MFD","$124,900","55","700","$184.57","1.03","Apartment/Condo","1",,"604-859-2341","S-3.5% 1ST 100K/1.25% BAL","Station 54",,"0","0.00",,,"1","V3A 9L8",,"Court Ordered sale","BC",,,,
"F1318445","Residential Detached","S","9 1840 160 STREET","King George Corridor","2001","Manufactured","12","South Surrey White Rock","White Rock","3/30/2014","Les Wellman","2","$614.00","7/31/2013","900-568-214",,"$0.00","12/16/2013","$130,000","$102.44","0.93","2","2","MHP","$139,900","138","1,269","$102.44","0.90","Manufactured","1",,"604-581-3838","S-3.22% 1ST 100K/1.15% BAL","BREAKAWAY BAYS",,"1",,,"$863.00","3","V4A 4X4",,,"BC",,,,
"F1325390","Residential Attached","S","111 2515 PARK DRIVE","Abbotsford East","2007","Apartment/Condo","6","Abbotsford","Abbotsford","5/31/2014","Blaine","1","$1,123.00","11/8/2013","027-077-683","4","$154.27","12/15/2013","$130,000","$215.59","0.95","1","1","RML","$136,500","37","603","$215.59","0.95","Apartment/Condo","1",,"604-855-2964","S-3.22% 1ST 100K/1.15% BAL","Viva on Park",,"1","0.00",,,"1","V2S 0B2",,"Seller does not occupy unit.","BC",,,,
"H1303959","Residential Detached","S","645 FORT STREET","Hope Center","1992","House/Single Family","21","Hope","Hope","3/16/2014","NEIL","2","$2,340.00","10/16/2013","017-950-805",,,"12/23/2013","$131,000","$71.20","0.94","2","3","RS-1","$139,000","68","1,840","$71.20","0.85","House/Single Family","1",,"604-703-4400","3% 1ST 100K/.75% BAL L 1/2 BF****",,"65","1","100.00",,,,"V0X 1L4",,"BANK OWNERSHIP-COURT ORDERED SALE","BC",,,,
"F1316096","Residential Detached","S","73 41168 LOUGHEED HIGHWAY","Dewdney Deroche","1996","Manufactured","17","Mission","Mission","7/1/2014","Dee Williamson","2","$651.00","7/1/2013","900-559-207",,,"12/16/2013","$133,000","$98.96","0.96","2","3","MHP","$139,000","168","1,344","$98.96","0.96","Manufactured","1",,"778-235-8287","S-3% 1ST 100K/1.15% BAL","Oasis Country Estate",,"0","0.00",,"$407.00","2","V0M 1G0",,,"BC",,,,
"V1032573","Residential Attached","S","103 11510 225TH STREET","East Central","1988","Apartment/Condo","25","Maple Ridge","Maple Ridge","10/16/2014","JULIE OR MIKE 604-839-8647","1","$1,291.00","10/16/2013","009-524-339",,"$186.00","12/23/2013","$135,000","$182.43","0.97","1","1","STRATA","$139,900","68","740","$182.43","0.90","Apartment/Condo","1",,"778-385-3875","3.255% ON 1ST $100,000./ & 1.1625% ON BALANCE","RIVERSIDE",,"1",,,,,"V2X 9Y3",,"OWNER DOES NOT OCCUPY UNIT","BC",,,,
"V1039779","Residential Attached","S","105 200 WESTHILL PLACE","College Park PM","1974","Apartment/Condo","40","Port Moody","Port Moody","5/31/2014","TB OR JASON VAN HUIZEN","1","$753.00","12/31/2013","001-163-850","3","$235.00","1/1/2014","$137,000","$198.55","0.92","1","1","RM4","$149,800","1","690","$198.55","0.92","Apartment/Condo","1",,"604-779-5067","3.255% ON 1ST $100,000/1.165% ON BAL","WESTHILL PLACE",,"0",,,,"1","V3H 1V2",,"OCTOBER 19, 2013","BC",,,,
"N230656","Residential Detached","S","75 COMER STREET","Williams Lake - City","9999","House/Single Family","999","Williams Lake (Zone 27)","Williams Lake","2/28/2014","COURT SMITH","2","$1,593.00","8/29/2013","013-887-220",,,"12/27/2013","$138,000","$83.64","0.92","2","2","R-1","$149,900","120","1,650","$83.64","0.92","House/Single Family","1",,"250-392-5959","2.7% ON THE 1ST $100,000 AND 1.35% ON REMAINDER",,"132.00","0","66.00",,,"4","V2G 1T5",,,"BC",,,,
"F1326291","Residential Attached","S","202 7505 138 STREET","East Newton","1994","Apartment/Condo","19","Surrey","Surrey","8/31/2014","Mohamed","1","$988.00","11/27/2013","018-729-517","4","$236.00","12/13/2013","$139,000","$155.31","0.99","2","2","STRATA","$139,980","16","895","$155.31","0.99","Apartment/Condo","1",,"604-572-1211","S-3.22% 1ST 100K/1.15% BAL","MIDTOWN VILLA",,"1","0.00",,,"1","V3W 0W6",,,"BC",,,,
"N232599","Residential Detached","S","4505 HANDLEN ROAD","North Kelly","9999","House/Single Family","999","PG City North (Zone 73)","Prince George","3/12/2014","MARK","1","$2,303.00","12/12/2013","006-869-947",,,"12/23/2013","$139,000","$118.80","1.00","1","2","RSIM","$139,000","11","1,170","$118.80","1.00","House/Single Family","1",,"250-981-3425","2.25% ON 1ST $150,000/ 0.75% ON BALANCE",,"0","0","0.00",,,,"V2K 2J7",,,"BC",,,,
"F1325889","Residential Attached","S","313 10644 151A STREET","Guildford","1986","Apartment/Condo","27","North Surrey","Surrey","5/1/2014","ALLISON DAY","1","$1,019.00","11/14/2013","000-706-621",,"$274.50","12/14/2013","$139,000","$142.56","0.96","1","2","APT","$144,900","30","975","$142.56","0.82","Apartment/Condo","1",,"778-861-6859","S-3.00% 1ST 100K/1.15% BAL","Lincoln's Hill",,"1",,,,"1","V3R 8R3",,,"BC",,,,
"F1317566","Residential Attached","S","108 12739 72ND AVENUE","West Newton","1994","Apartment/Condo","19","Surrey","Surrey","1/6/2014","BOB CHAND","1","$869.00","7/15/2013","023-375-655",,"$174.00","12/22/2013","$142,000","$204.32","0.93","1","1","MF","$152,000","160","695","$204.32","0.88","Apartment/Condo","1",,"778-888-5290","S-3.22% 1ST 100K/1.15% BAL","THE SAVOY - West Newton Court",,"1",,,,"1","V3W 2M7",,,"BC",,,,
"F1320679","Residential Attached","S","103 2581 LANGDON STREET","Abbotsford West","2005","Apartment/Condo","8","Abbotsford","Abbotsford","1/31/2014","VICTOR OR DEBBIE","1","$1,263.00","8/30/2013","026-218-038","4","$193.57","12/16/2013","$145,000","$183.54","0.97","1","1","RML","$149,900","108","790","$183.54","0.94","Apartment/Condo","1",,"604-859-2341","S-3.22% 1ST 100K/1.15% BAL","COBBLESTONE",,"1",,,,"1","V2T 7A3",,"UPON OFFER","BC",,,,
"H1303899","Residential Detached","S","9695 YOUNG ROAD","Chilliwack N Yale-Well","9999","House/Single Family","999","Chilliwack","Chilliwack","2/18/2014","TOUCH BASE MIKE","1","$1,749.00","10/4/2013","012-325-023",,,"12/13/2013","$145,000","$136.15","0.85","1","4","R1A","$169,900","70","1,065","$136.15","0.76","House/Single Family","1",,"604-850-5040","3% 1ST 100K/.75% BAL L 1/2 BF",,"128/.19 AC","1","66.00",,,"3","V2P 4T5",,"OWNER HAS NOT LIVED THERE","BC",,,,
"H1304470","Residential Attached","S","107 45753 STEVENSON ROAD","Sardis East Vedder Rd","2008","Apartment/Condo","5","Sardis","Sardis","4/30/2014","CAM VAN KLEI","1","$1,033.00","12/9/2013","027-460-436","4","$126.00","12/18/2013","$145,900","$216.15","0.98","1","1","CD7","$149,500","9","675","$216.15","0.98","Apartment/Condo","1",,"604-795-2955","3% 1ST 100K/1.25% BAL L 1/2 BF","PARK PLACE 2",,"1",,,,"2","V2R 0K8",,,"BC",,,,
"H1303755","Residential Detached","S","45624 VICTORIA AVENUE","Chilliwack N Yale-Well","9999","House/Single Family","999","Chilliwack","Chilliwack","3/31/2014","TARA","1","$1,797.00","9/19/2013","009-587-063",,,"12/13/2013","$146,000","$135.69","0.97","1","2","R1A","$149,900","85","1,076","$135.69","0.92","House/Single Family","1",,"607-467-8881","3.2% 1ST 100K/1.15% BAL L 1/2 BF",,"137","0","55.00",,,"6","V2P 2T7",,"COURT ORDERED SALE","BC",,,,
"F1326559","Residential Attached","S","206 20727 DOUGLAS CRESCENT","Langley City","1995","Apartment/Condo","18","Langley","Langley","5/29/2014","TOUCHBASE MICHELLE","2","$1,420.00","11/29/2013","018-585-728",,"$215.00","12/23/2013","$146,000","$161.15","0.94","2","2","RM3","$154,900","24","906","$161.15","0.94","Apartment/Condo","1",,"604-533-3491","S-3.22% 1ST 100K/1.15% BAL*","JOSEPHS COURT",,"1",,,,"1","V3A 4C1",,"OWNER DOESNT LIVE THERE","BC",,,,
"F1325959","Residential Attached","S","138 5660 201A STREET","Langley City","2009","Apartment/Condo","4","Langley","Langley","5/31/2014","Rhonda Wolfram","1","$1,235.00","11/18/2013","028-020-693",,"$190.90","12/18/2013","$147,000","$205.59","0.93","1","1","RMF","$158,900","30","715","$205.59","0.93","Apartment/Condo","1",,"604-533-3491","S-3.22% 1ST 100K/1.15% BAL","PADDINGTON STATION",,"1",,,,"1","V3A 0B4",,,"BC",,,,
"F1308570","Residential Attached","S","328 27358 32ND AVENUE","Aldergrove Langley","2001","Apartment/Condo","12","Langley","Langley","1/17/2014","Marion Brooks","1","$1,801.00","4/5/2013","024-336-432","4","$270.00","12/22/2013","$147,000","$170.73","0.95","1","2","MF","$155,000","261","861","$170.73","0.87","Apartment/Condo","1",,"604-857-5777","S-3.22% 1ST 100K/1.15% BAL","WILLOWCREEK ESTATES III",,"1",,,,"1","V4W 3M5",,"ESTATE SALE","BC",,,,
"H1303653","Residential Attached","S","2306 8485 YOUNG ROAD","Chilliwack W Young-Well","1996","Apartment/Condo","17","Chilliwack","Chilliwack","2/28/2014","ESTATE OF M ROBINSON","2","$1,326.00","9/13/2013","023-099-089","4","$293.00","12/22/2013","$147,500","$134.70","0.93","2","2","R5","$158,850","100","1,095","$134.70","0.93","Apartment/Condo","1",,"604-795-2955","3% 1ST 100K/1.25% BAL L 1/2 BF","HAZELWOOD",,"1",,,,"1","V2P 4P2",,"EXECUTOR SELLING","BC",,,,
"V1027721","Residential Attached","S","306 1121 HOWIE AVENUE","Central Coquitlam","1979","Apartment/Condo","34","Coquitlam","Coquitlam","5/23/2014","Peter Ohrnberger","1","$1,158.00","9/17/2013","001-788-931","3","$240.24","12/20/2013","$149,000","$251.69","0.94","1","1","MF","$159,000","94","592","$251.69","0.94","Apartment/Condo","1",,"604-250-6335","3.22% ON THR FIRST 100,000 & 1.15% OF THE BALANCE","The Willows",,"0",,,,"1","V3J 1T9",,,"BC",,,,
"N232205","Land Only","S","LOT 45 103A STREET","Fort St. John - City NE",,,,"Fort St. John (Zone 60)","Fort St. John","5/30/2014","BRANDY",,"$0.00","11/7/2013","800-081-728",,,"12/20/2013","$149,900",,"1.00",,,"R1","$149,900","43",,,"1.00","House/Single Family",,"Allowed Access","250-785-6275","1.5%","GARRISON LANDING","36.250",,"49.87","Yes",,,"V1J 7J2","No",,"BC","At Lot Line",,"Available","City/Municipal"
"F1316657","Residential Attached","S","302 10743 139TH STREET","Whalley","1991","Apartment/Condo","22","North Surrey","Surrey","1/8/2014","Bernadette Lynch","2","$1,189.00","7/8/2013","016-245-466",,"$235.86","12/16/2013","$150,000","$143.68","0.88","2","2","MF","$169,800","161","1,044","$143.68","0.75","Apartment/Condo","1",,"604-862-4297","S-$3000","VISTA RIDGE",,"1",,,,"1","V3T 4L8",,,"BC",,,,
"N231574","Land Only","S","DL 3362 MCCONACHIE CRESCENT","Fort Nelson - Rural",,,,"Fort Nelson (Zone 64)","Fort Nelson","10/10/2014","MYRNA BLAKE",,"$589.00","10/11/2013","025-417-037",,,"12/23/2013","$150,000",,"0.65",,,"AGR","$230,000","73",,,"0.65","Other",,"Road Access","250-775-1019","2.75% ON 1ST $100,000/1.5% ON BAL OVER $100,000",,,,"0.00","No",,,"V0C 1R0","No",,"BC","None",,"None","None"
"F1318335","Residential Attached","S","202 1720 SOUTHMERE CRESCENT","Sunnyside Park Surrey","1980","Apartment/Condo","33","South Surrey White Rock","Surrey","3/29/2014","Jack Klinkhamer","1","$1,128.00","7/29/2013","001-813-722",,"$291.70","12/30/2013","$150,000","$147.06","1.00","2","2","RES","$149,900","154","1,020","$147.06","0.79","Apartment/Condo","1",,"604-590-4888","S-3.22% 1ST 100K/1.15% BAL","CAPSTAN WAY",,"0",,,,"1","V4A 6E3",,"ESTATE SALE","BC",,,,
"F1317964","Residential Attached","S","202 15369 THRIFT AVENUE","White Rock","1973","Apartment/Condo","40","South Surrey White Rock","White Rock","3/31/2014","Bill Morris","1","$1,456.00","7/23/2013","001-137-662","3","$270.00","12/29/2013","$150,000","$181.60","0.97","2","2","STRATA","$154,900","159","826","$181.60","0.84","Apartment/Condo","1",,"604-314-7927","S-3.22% 1ST 100K/1.15% BAL","Anthea Manor",,"0",,,,"1","V4B 2L6",,,"BC",,,,
"F1302506","Residential Attached","S","317 30525 CARDINAL AVENUE","Abbotsford West","2009","Apartment/Condo","4","Abbotsford","Abbotsford","7/31/2014","Kirandeep Gill","1","$1,230.00","2/1/2013","027-983-137","4","$150.46","1/1/2014","$151,000","$255.93","0.92","1","1","RML","$164,900","334","590","$255.93","0.92","Apartment/Condo","1",,"604-614-6549","S-3.22% 1ST 100K/1.15% BAL +BONUS*","Tamarind","0","1","0.00",,,"1","V2T 0A8",,"Owner never lived there.","BC",,,,
"N232365","Land Only","S","179 ALPINE WAY","Smithers - Rural",,,,"Smithers And Area (Zone 54)","Smithers","5/19/2014","SANDRA HINCHLIFFE",,"$494.00","11/19/2013","028-997-123",,,"12/17/2013","$152,000","$14.87","0.97",,,"R9","$157,000","28",,"$14.87","0.97","House/Single Family",,"Road Access","250-847-0725","3% ON 1ST $100,000/1.75% ON REMAINDER","HUDSON BAY MOUNTAIN ESTATES","30.66",,"30.98","Yes",,,"V0J 2N4","No",,"BC","At Lot Line",,"None","Community"
"N232360","Residential Detached","S","1100 HANKIN AVENUE","Telkwa","1979","House/Single Family","34","Smithers And Area (Zone 54)","Telkwa","5/31/2014","LEE","2","$2,666.00","11/26/2013","014-838-826",,,"12/21/2013","$155,000","$73.39","0.95","2","6","C1","$163,000","25","2,112","$73.39","0.95","House/Single Family","1",,"250-877-3258","3% ON 1ST $100,000/1.5% ON THJE BALANCE",,"100","0","120.00",,,"2","V0J 2X0",,,"BC",,,,
"H1304163","Residential Detached","S","167 9055 ASHWELL ROAD","Chilliwack W Young-Well","1989","Manufactured","24","Chilliwack","Chilliwack","3/30/2014","KELLY OR ANITA","2","$1,032.00","10/30/2013","700-008-929",,"$180.00","12/14/2013","$155,000","$116.02","0.91","2","2","RSV3","$169,900","45","1,336","$116.02","0.91","Manufactured","1",,"604-858-7179","3% 1ST 100K/1% BAL L 1/2 BF","RAINBOW ESTATES",,"1","0.00",,"$180.00","4","V2P 7S6",,"ELDERLY SELLER","BC",,,,
"F1326220","Residential Attached","S","227 32691 GARIBALDI DRIVE","Abbotsford West","1987","Townhouse","26","Abbotsford","Abbotsford","4/30/2014","Jim","1","$1,136.00","11/25/2013","007-751-087","2","$227.71","12/18/2013","$156,000","$133.79","0.98","2","1","RML","$159,900","23","1,166","$133.79","0.98","Townhouse","1",,"604-855-0800","S-3.22% 1ST 100K/1.15% BAL","Carriage Lane Park",,"1","0.00",,,"1","V2T 5T7",,,"BC",,,,
